url,local_chef,premium,latitude,longitude,menu_provider,name,has_delivery,review_0,review_1,review_count,rating,award_type,parent_geo,cuisines,establishment_types,neighborhoods,servicios_extra,estacionamiento,wifi,ambiente,juegos,familias,celiacos,veganos,horario_atencion,alcohol,resenas,rango_precio,reuniones_laborales,musica,accesible_silla_ruedas,WR
/Restaurant_Review-g312741-d10157097-Reviews-La_Dorita_del_Botanico-Buenos_Aires_Capital_Federal_District.html,False,False,-34.582043,-58.406578,False,La Dorita del Botánico,True,Greatest parrilla in Buenos Aires! Im a vegetarian and i ate amazing. Ask for...,Amazing service and great food,2574,4.5,COE,Buenos Aires,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean']",['Restaurants'],['Palermo'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,3861,Bajo,Sí,No,Sí,4.497147340940838
/Restaurant_Review-g312741-d2348109-Reviews-La_Pescadorita-Buenos_Aires_Capital_Federal_District.html,False,False,-34.5834,-58.43356,False,La Pescadorita,True,"We ordered the ￹chipirones￻ and the Patagonian truit, both dishes were delicious.",It is hard to find interesting sea food...,3209,4.5,COE,Buenos Aires,"['Seafood', 'Mediterranean', 'Healthy', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,4813,Bajo,No,Sí,Sí,4.497710949684636
/Restaurant_Review-g312741-d14142456-Reviews-Alberto_s_Lobby_Bar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.605442,-58.36361,False,Alberto's Lobby Bar,,Relaxing ￹drink￻,Albertos ￹Bar￻ is Top,301,5.0,COE,Buenos Aires,"['Bar', 'International', 'Wine Bar', 'Argentinean']",['Restaurants'],['Puerto Madero'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,451,Bajo,No,Sí,Sí,4.967787556491572
/Restaurant_Review-g312741-d23717062-Reviews-A_Fuego_Fuerte_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59674,-58.42436,False,A Fuego Fuerte Restaurant,,"Its proposal is a 17-￹course tasting menu￻, based on creativity, hospitality, s...","A must have experiences, unique in the world! Cheff Julio Luigi personally supervises every table.",302,5.0,COE,Buenos Aires,"['International', 'Contemporary', 'Healthy', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,453,Bajo,Sí,Sí,Sí,4.967892483017658
/Restaurant_Review-g312741-d25456165-Reviews-Kefi_Restaurante_Griego-Buenos_Aires_Capital_Federal_District.html,False,False,-34.583065,-58.433586,False,Kefi Restaurante Griego,,This is a must eat when you are in Palermo!,Very authentic delicious Greek cuisine,277,5.0,,Buenos Aires,"['International', 'Mediterranean', 'Greek']",['Restaurants'],[],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,415,Bajo,Sí,Sí,Sí,4.965046071937664
/Restaurant_Review-g312741-d866502-Reviews-La_Dorita_de_Palermo-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58344,-58.43391,False,La Dorita de Palermo,True,"Good parilla, great price and super service! Definitely highly recommended...",We were looking for a good ￹steakhouse￻ t...,3206,4.5,COE,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,4809,Bajo,No,Sí,Sí,4.497708811051517
/Restaurant_Review-g312741-d1897897-Reviews-Positano_Lirica_Opera_Ristorante-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57771,-58.460224,False,"Positano Lírica, Opera Ristorante",,"My husband had planned this restaurant as a surprise for us, and we had no idea...",Fun time,829,4.5,COE,Buenos Aires,"['Italian', 'Mediterranean', 'Argentinean', 'Neapolitan', 'Campania', 'Southern-Italian']",['Restaurants'],['Colegiales'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,1243,Bajo,No,Sí,No,4.491178647825445
/Restaurant_Review-g312741-d3906039-Reviews-Toro_777-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59119,-58.445175,False,Toro 777,,I can’t wait to go back next time I’m in Argentina. Muchas gracias Guillermo y...,Unforgettable Experience With Amazing Food and Chef,378,5.0,COE,Buenos Aires,"['International', 'Fusion', 'Argentinean']",['Restaurants'],['Chacarrita'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,567,Bajo,No,Sí,Sí,4.974263687431909
/Restaurant_Review-g312741-d12879248-Reviews-Encuentro_Nativo-Buenos_Aires_Capital_Federal_District.html,False,True,-34.639713,-58.362488,False,Encuentro Nativo,,￹Family visit￻,"""Encuentro nativo"" invites you to...",1645,5.0,COE,Buenos Aires,"['Latin', 'Bar', 'Barbecue', 'Grill']",['Restaurants'],['La Boca'],"Eventos privados, Catering",Sí,Gratis,Elegante,No,No,No,No,12:00 - 22:00,Sí,2467,Alto,Sí,No,Sí,4.9940260559311636
/Restaurant_Review-g312741-d25146527-Reviews-ALMA_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,False,False,-34.602016,-58.37963,False,ALMA Buenos Aires,,Perfect ￹steak￻ meal with excellent service,Highly recommended.,178,5.0,,Buenos Aires,"['Grill', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,267,Bajo,No,Sí,Sí,4.946136569871154
/Restaurant_Review-g312741-d1903366-Reviews-Las_Canas-Buenos_Aires_Capital_Federal_District.html,False,False,-34.604904,-58.389427,False,Las Cañas,,Well recommended especially for the steak dishes. Definitely worth a visit...,Quality of the ￹salad￻ was not great but...,1871,4.5,COE,Buenos Aires,"['Steakhouse', 'Barbecue', 'Argentinean']",['Restaurants'],"['San Nicolás', 'El Centro (Downtown)', 'Theater District']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,2806,Bajo,No,Sí,Sí,4.496078354097239
/Restaurant_Review-g312741-d10048394-Reviews-Vive_Cafe-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58174,-58.436005,False,Vive Café,,"Marvelous ￹Colombian￻ coffee, the special roasts are unbelievable!",Exquisite colombian coffee and pastry...,377,5.0,COE,Buenos Aires,"['Cafe', 'Colombian']",['Coffee & Tea'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,565,Bajo,No,Sí,Sí,4.974196314885919
/Restaurant_Review-g312741-d810444-Reviews-Cabernet_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.587708,-58.42843,False,Cabernet Restaurant,,The ￹salmon￻ was incredible and we'd 100% recommend popping in if you're in town.,"Best place , atmosphere, music and most...",2955,4.5,COE,Buenos Aires,"['Latin', 'Grill', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,4432,Bajo,No,Sí,Sí,4.497514524421089
/Restaurant_Review-g312741-d1988521-Reviews-Casa_Coupage-Buenos_Aires_Capital_Federal_District.html,False,False,-34.590443,-58.4204,False,Casa Coupage,,The small group format was fun as we got to know the other travellers over the...,Wonderful wine- forward 7 course dinner in a  BA closed door restaurant,412,4.5,,Buenos Aires,"['International', 'Fusion', 'Argentinean']",['Restaurants'],['Palermo'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,618,Bajo,Sí,Sí,No,4.48235729565089
/Restaurant_Review-g312741-d817335-Reviews-The_Library_Lounge-Buenos_Aires_Capital_Federal_District.html,False,False,-34.613613,-58.36202,False,The Library Lounge,,I look forward to returning to the Library Lounge on my next trip to Buenos...,Outstanding Faena,518,4.5,,Buenos Aires,"['Bar', 'Argentinean']",['Bars & Pubs'],['Puerto Madero'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,777,Bajo,No,Sí,Sí,4.485933063645164
/Restaurant_Review-g312741-d17222716-Reviews-RonConCon-Buenos_Aires_Capital_Federal_District.html,False,False,-34.623318,-58.433456,False,RonConCon,True,Very enjoyable wine selection with knowledgeable advice on pairing. The dishes...,Had an excellent dinner,204,5.0,COE,Buenos Aires,"['Caribbean', 'Latin', 'Central American']",['Restaurants'],['Caballito'],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,306,Bajo,Sí,No,No,4.952837283667087
/Restaurant_Review-g312741-d1395191-Reviews-Casa_SaltShaker-Buenos_Aires_Capital_Federal_District.html,False,False,-34.590973,-58.396782,False,Casa SaltShaker,,Best meal in ￹BA￻,Exceptional ￹food and wine￻ in a unique a...,668,4.5,COE,Buenos Aires,"['Peruvian', 'Mediterranean']",['Restaurants'],['Recoleta'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1002,Bajo,No,Sí,Sí,4.489068339207164
/Restaurant_Review-g312741-d9763392-Reviews-Mi_Coleccion_De_Vinos-Buenos_Aires_Capital_Federal_District.html,False,False,-34.623085,-58.3764,False,Mi Coleccion De Vinos,,Bravo Nicolas and your team. Thank you for everything and we will see you next...,Great wine tasting and food!,578,5.0,COE,Buenos Aires,"['International', 'Wine Bar', 'Argentinean']",['Restaurants'],['San Telmo'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,867,Bajo,No,Sí,Sí,4.983092611125937
/Restaurant_Review-g312741-d14070382-Reviews-Revire_Brasas_Bravas-Buenos_Aires_Capital_Federal_District.html,False,True,-34.60387,-58.382603,False,Revire Brasas Bravas,,Our hotel is close to Obelisco. This restaurant is 100m away from our hotel...,Nice ￹steakhouse￻,420,4.5,,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Grill', 'Argentinean']",['Restaurants'],"['San Nicolás', 'El Centro (Downtown)', 'Theater District']","Eventos privados, Catering",Sí,Gratis,Elegante,No,No,No,No,12:00 - 22:00,Sí,630,Alto,Sí,No,No,4.482689393615109
/Restaurant_Review-g312741-d23914354-Reviews-Nomade_F_D-Buenos_Aires_Capital_Federal_District.html,False,False,-34.572193,-58.42631,False,Nomade - F&D,,Terrible!,Could not enter because of weird security guy,292,4.5,,Buenos Aires,"['International', 'Barbecue', 'Healthy', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,438,Bajo,Sí,Sí,Sí,4.47522893025731
/Restaurant_Review-g312741-d4288888-Reviews-La_Aguada-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58908,-58.409122,False,La Aguada,,Prices were totally fine. We regret not trying the empanadas... Maybe next time...,Loved the empanadas and the ￹stews￻.,628,4.5,COE,Buenos Aires,"['Latin', 'Argentinean']",['Restaurants'],['Recoleta'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,942,Bajo,No,No,Sí,4.488377554954852
/Restaurant_Review-g312741-d6529516-Reviews-Sullivan_s_Irish_Pub_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.58789,-58.429214,False,Sullivan's Irish Pub & Restaurant,,Dublin Burger was great and the meat seasoned to perfection. The Irish Beef Pot...,Slaughtered pints,1334,4.5,COE,Buenos Aires,"['Irish', 'Bar', 'Pub']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,2001,Bajo,No,Sí,Sí,4.49450559543422
/Restaurant_Review-g312741-d1067306-Reviews-D_Oro_Italian_Bar-Buenos_Aires_Capital_Federal_District.html,False,False,-34.609722,-58.375,False,D'Oro Italian Bar,,The two main pasta dishes were however delightful and were enjoyed with gusto...,Fantastic and genuine Italian,750,4.5,COE,Buenos Aires,"['Italian', 'Mediterranean', 'European', 'Tuscan', 'Romana', 'Lazio', 'Central-Italian']",['Restaurants'],"['Montserrat', 'El Centro (Downtown)']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,1125,Bajo,Sí,Sí,Sí,4.490255618922412
/Restaurant_Review-g312741-d25362468-Reviews-Garibaldi_Restaurante-Buenos_Aires_Capital_Federal_District.html,False,False,-34.549374,-58.424812,False,Garibaldi Restaurante,,Grate Birthday night!,"Excellent food, beautiful view",534,4.5,,Buenos Aires,"['International', 'Argentinean']",['Restaurants'],[],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,801,Bajo,No,Sí,No,4.486350635039742
/Restaurant_Review-g312741-d1856831-Reviews-St_Regis_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59362,-58.373093,False,St. Regis Restaurant,,"Located on the second floor of the Park Tower hotel, the St. Regis offers great...",Wonderful breakfast/brunch,857,4.5,BOTB,Buenos Aires,"['European', 'Contemporary', 'Fusion', 'Healthy', 'Argentinean']",['Restaurants'],['Retiro'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,1285,Bajo,No,Sí,Sí,4.49146518826731
/Restaurant_Review-g312741-d15020394-Reviews-Parrilla_Voro_Carnes-Buenos_Aires_Capital_Federal_District.html,False,False,-34.588055,-58.434685,False,Parrilla Voro Carnes,,"Excellent meat, very good wine, nice atmosphere and an open kitchen so you can...",Great find in Argentina!,368,4.5,COE,Buenos Aires,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,552,Bajo,No,Sí,Sí,4.480276118730352
/Restaurant_Review-g312741-d1739645-Reviews-Aramburu-Buenos_Aires_Capital_Federal_District.html,False,True,-34.591946,-58.38948,False,Aramburu,,The service was flawless and beyond compare. The tasting menu was so delicious...,A sublime dining experience at the best restaurant in BA.,1975,4.5,COE,Buenos Aires,"['International', 'Argentinean']",['Restaurants'],['Recoleta'],"Eventos privados, Catering",Sí,Gratis,Romántico,No,No,No,No,12:00 - 22:00,No,2962,Alto,No,Sí,Sí,4.496284339538597
/Restaurant_Review-g312741-d16618273-Reviews-Negresco_Bistro-Buenos_Aires_Capital_Federal_District.html,False,False,-34.598278,-58.392986,False,Negresco Bistro,,The breakfast is also at this restaurant downstairs of the Palladio Hotel...,Nice visit at negresco restaurant,130,4.5,,Buenos Aires,"['Mediterranean', 'Argentinean']",['Restaurants'],"['Recoleta', 'El Centro (Downtown)']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,195,Bajo,Sí,No,Sí,4.445503646566083
/Restaurant_Review-g312741-d8093106-Reviews-Santos_Manjares-Buenos_Aires_Capital_Federal_District.html,False,False,-34.597805,-58.380333,False,Santos Manjares,,16 months since last visit due to Covid. Things are slowly getting back to the...,Excellent Centro ￹Steakhouse￻,2985,4.5,COE,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",['Restaurants'],"['Retiro', 'Microcentro', 'El Centro (Downtown)']",Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,4477,Bajo,No,No,Sí,4.497539462303151
/Restaurant_Review-g312741-d1142327-Reviews-Calden_del_Soho-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59072,-58.42706,False,Caldén del Soho,,"The best ￹beef￻ ever, fantastic taste surely the best served with courtesy and...",Steak was big and delicious. Definitely...,2912,4.5,COE,Buenos Aires,"['Steakhouse', 'Latin', 'International', 'Barbecue', 'Argentinean']",['Restaurants'],"['Palermo', 'Palermo Soho']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,4368,Bajo,Sí,No,Sí,4.49747788559699
/Restaurant_Review-g312741-d3941347-Reviews-Una_Cancion_Coreana-Buenos_Aires_Capital_Federal_District.html,False,False,-34.6419,-58.446068,False,Una Cancion Coreana 향가,,"Try the Bulgogi if you have never had Korean food before, it is delicious! If...",Amazing!,551,4.5,,Buenos Aires,"['Asian', 'Korean']",['Restaurants'],['Flores'],Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,826,Bajo,No,No,Sí,4.486767971738168
/Restaurant_Review-g312741-d15664154-Reviews-Sacro-Buenos_Aires_Capital_Federal_District.html,False,False,-34.57925,-58.439274,False,Sacro,,The ￹chocolate tart￻ I had was maybe the best I've ever had.,I am vegan and I found the meal and...,1020,4.5,COE,Buenos Aires,['Healthy'],['Restaurants'],"['Palermo', 'Palermo Hollywood']",Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1530,Bajo,No,Sí,Sí,4.492822431498948
/Restaurant_Review-g312741-d1748914-Reviews-Chila-Buenos_Aires_Capital_Federal_District.html,False,True,-34.611546,-58.365868,False,Chila,,"A must go restaurant in Puerto Madero, Buenos Aires!!! The right place to...","... a fan of the ￹Octopus￻(slimey), liked...",1517,4.5,COE,Buenos Aires,"['International', 'Contemporary', 'Argentinean']",['Restaurants'],['Puerto Madero'],"Eventos privados, Catering",Sí,Gratis,Moderno,No,No,No,No,12:00 - 22:00,No,2275,Alto,Sí,Sí,Sí,4.4951662235784635
/Restaurant_Review-g312741-d14000106-Reviews-Javi_s_Parrilla_Restaurant-Buenos_Aires_Capital_Federal_District.html,False,False,-34.612885,-58.379124,False,Javi's Parrilla Restaurant,,Great cheap ￹Steak￻,Hard to compare steaks in BA since so...,221,4.5,COE,Buenos Aires,"['Barbecue', 'Grill', 'Argentinean']",['Restaurants'],"['San Telmo', 'El Centro (Downtown)']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,331,Bajo,No,No,Sí,4.467446868523987
/Restaurant_Review-g312741-d9984435-Reviews-Buono_Italian_Kitchen-Buenos_Aires_Capital_Federal_District.html,False,False,-34.593784,-58.37301,False,Buono Italian Kitchen,,The Buono Italian Kitchen is located inside the Sheraton Buenos Aires Hotel...,Great Italian Dinner!,534,4.5,COE,Buenos Aires,"['Italian', 'Fusion', 'Southern-Italian']",['Restaurants'],['Retiro'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,801,Bajo,No,Sí,Sí,4.486350635039742
/Restaurant_Review-g312741-d817331-Reviews-Red_Resto_Lounge-Buenos_Aires_Capital_Federal_District.html,False,False,-34.617268,-58.36201,False,Red Resto & Lounge,,"Very good dinner, staying at Hotel Madero, definitely recommend for a nice...",Nice fancy restaurant ,715,4.5,,Buenos Aires,"['International', 'Mediterranean', 'European', 'Argentinean']",['Restaurants'],['Puerto Madero'],Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,1072,Bajo,Sí,Sí,Sí,4.48978193373114
/Restaurant_Review-g312741-d14793136-Reviews-4ta_Pared-Buenos_Aires_Capital_Federal_District.html,False,False,-34.594078,-58.507423,False,4ta Pared,,"We had the 4 ￹course tasting menu￻ and wine paring where Subtle, fresh and new...",Strong endorsement: Worth a trip! Excellent haute cuisine at a reasonable price.,134,5.0,,Buenos Aires,"['Contemporary', 'Argentinean']",['Restaurants'],['Villa Devoto'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,201,Bajo,No,No,Sí,4.929086275441879
/Restaurant_Review-g312741-d5601315-Reviews-Al_Rawshe-Buenos_Aires_Capital_Federal_District.html,False,False,-34.583965,-58.41792,False,Al Rawshe,True,"Try the beef shish k bob, kafte, and the ￹falafel sandwich￻.",Delicious ￹Lebanese￻ food,255,4.5,COE,Buenos Aires,"['Lebanese', 'International', 'Mediterranean', 'Middle Eastern', 'Argentinean']",['Restaurants'],['Palermo'],Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,382,Bajo,No,Sí,Sí,4.471703816486235
/Restaurant_Review-g312741-d14765910-Reviews-Parrilla_Cero_5-Buenos_Aires_Capital_Federal_District.html,False,False,-34.59731,-58.379993,False,Parrilla Cero 5,,Wonderful family run ￹steak￻ / grill restaurant.,New school Argentina parrilla with...,372,4.5,COE,Buenos Aires,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean']",['Restaurants'],"['Retiro', 'Microcentro', 'El Centro (Downtown)']",Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,558,Bajo,Sí,Sí,No,4.480485390680162
/Restaurant_Review-g312741-d3806054-Reviews-Heladeria_Cadore-Buenos_Aires_Capital_Federal_District.html,False,False,-34.604336,-58.390656,False,Heladeria Cadore,True,We found Cadore to offer the best combination of very high quality gelato...,Many flavor options,1040,4.5,COE,Buenos Aires,[],"['Dessert', 'Quick Bites']","['San Nicolás', 'El Centro (Downtown)', 'Theater District']",Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1560,Bajo,No,Sí,Sí,4.4929598012310255
/Restaurant_Review-g312741-d4341288-Reviews-El_Gran_Paraiso-Buenos_Aires_Capital_Federal_District.html,False,False,-34.63946,-58.363434,False,El Gran Paraíso,,We ran into El Gran Paraiso on our walk of La Boca and were immediately...,"We had the grilled potatoes and ￹ribs￻, a...",1536,4.5,COE,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",['Restaurants'],['La Boca'],Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,2304,Bajo,No,Sí,Sí,4.495225822379249
/Restaurant_Review-g312741-d13976428-Reviews-La_Choripaneria-Buenos_Aires_Capital_Federal_District.html,False,False,-34.61931,-58.372383,False,La Choripaneria,True,"Located at the San Telmo mercado , a pretty spot for choripan Different ways of...",THE BEST,411,4.5,COE,Buenos Aires,"['Latin', 'Grill', 'Argentinean']",['Restaurants'],"['San Telmo', 'El Centro (Downtown)']",Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,616,Bajo,Sí,No,Sí,4.482314885303897
/Restaurant_Review-g312741-d2537863-Reviews-Rapa_Nui_Barrio_Norte-Buenos_Aires_Capital_Federal_District.html,False,False,-34.594124,-58.399654,False,Rapa Nui - Barrio Norte,,Gorgeous store full of temptation. Nice service staff. Beautiful gifts for...,You won’t regret going for the ￹gelato￻,1647,4.5,,Buenos Aires,"['Cafe', 'Fast Food', 'Deli', 'Argentinean', 'South American']","['Dessert', 'Quick Bites']",['Recoleta'],Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,2470,Bajo,No,Sí,Sí,4.495546605500254
/Restaurant_Review-g312741-d1067958-Reviews-Parrilla_Pena-Buenos_Aires_Capital_Federal_District.html,False,False,-34.600994,-58.39151,False,Parrilla Peña,,"Two of us shared an eggplant starter, a ￹salad￻ and ribeye.",Lovely place and service but ￹beef￻ only...,1838,4.5,COE,Buenos Aires,"['Steakhouse', 'Latin', 'Barbecue', 'Argentinean']",['Restaurants'],"['San Nicolás', 'El Centro (Downtown)', 'Theater District']",Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,2757,Bajo,No,No,Sí,4.496008134718622
