url,servicios_extra,estacionamiento,wifi,ambiente,juegos,familias,celiacos,veganos,horario_atencion,alcohol,resenas,rango_precio,reuniones_laborales,musica,accesible_silla_ruedas
/Restaurant_Review-g312741-d3906039-Reviews-Toro_777-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,567,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d12879248-Reviews-Encuentro_Nativo-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Elegante,No,No,No,No,12:00 - 22:00,Sí,2467,Alto,Sí,No,Sí
/Restaurant_Review-g312741-d25146527-Reviews-ALMA_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,267,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1903366-Reviews-Las_Canas-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,2806,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d10048394-Reviews-Vive_Cafe-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,565,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d810444-Reviews-Cabernet_Restaurant-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,4432,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1988521-Reviews-Casa_Coupage-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,618,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d817335-Reviews-The_Library_Lounge-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,777,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d17222716-Reviews-RonConCon-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,306,Bajo,Sí,No,No
/Restaurant_Review-g312741-d1395191-Reviews-Casa_SaltShaker-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1002,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d9763392-Reviews-Mi_Coleccion_De_Vinos-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,867,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d14070382-Reviews-Revire_Brasas_Bravas-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Elegante,No,No,No,No,12:00 - 22:00,Sí,630,Alto,Sí,No,No
/Restaurant_Review-g312741-d23914354-Reviews-Nomade_F_D-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,438,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d4288888-Reviews-La_Aguada-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,942,Bajo,No,No,Sí
/Restaurant_Review-g312741-d6529516-Reviews-Sullivan_s_Irish_Pub_Restaurant-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,2001,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1067306-Reviews-D_Oro_Italian_Bar-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,1125,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d25362468-Reviews-Garibaldi_Restaurante-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,801,Bajo,No,Sí,No
/Restaurant_Review-g312741-d1856831-Reviews-St_Regis_Restaurant-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,1285,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d15020394-Reviews-Parrilla_Voro_Carnes-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,552,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1739645-Reviews-Aramburu-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Romántico,No,No,No,No,12:00 - 22:00,No,2962,Alto,No,Sí,Sí
/Restaurant_Review-g312741-d16618273-Reviews-Negresco_Bistro-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,195,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d8093106-Reviews-Santos_Manjares-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,4477,Bajo,No,No,Sí
/Restaurant_Review-g312741-d1142327-Reviews-Calden_del_Soho-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,4368,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d3941347-Reviews-Una_Cancion_Coreana-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,826,Bajo,No,No,Sí
/Restaurant_Review-g312741-d15664154-Reviews-Sacro-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1530,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1748914-Reviews-Chila-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Moderno,No,No,No,No,12:00 - 22:00,No,2275,Alto,Sí,Sí,Sí
/Restaurant_Review-g312741-d14000106-Reviews-Javi_s_Parrilla_Restaurant-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,331,Bajo,No,No,Sí
/Restaurant_Review-g312741-d9984435-Reviews-Buono_Italian_Kitchen-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,801,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d817331-Reviews-Red_Resto_Lounge-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,1072,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d14793136-Reviews-4ta_Pared-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,201,Bajo,No,No,Sí
/Restaurant_Review-g312741-d5601315-Reviews-Al_Rawshe-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,382,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d14765910-Reviews-Parrilla_Cero_5-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,558,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d3806054-Reviews-Heladeria_Cadore-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1560,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d4341288-Reviews-El_Gran_Paraiso-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,2304,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d13976428-Reviews-La_Choripaneria-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,616,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d2537863-Reviews-Rapa_Nui_Barrio_Norte-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,2470,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1067958-Reviews-Parrilla_Pena-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,2757,Bajo,No,No,Sí
/Restaurant_Review-g312741-d7075694-Reviews-Roux-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,1863,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d2035344-Reviews-Cantina_Sunae-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,1251,Bajo,Sí,No,No
/Restaurant_Review-g312741-d789629-Reviews-Brasserie_La_Petanque-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,3130,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d6552999-Reviews-La_Cabrera_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,9310,Bajo,No,Sí,No
/Restaurant_Review-g312741-d4460941-Reviews-Los_Salones_del_Piano_Nobile-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,717,Bajo,No,Sí,No
/Restaurant_Review-g312741-d2711062-Reviews-La_Cocina-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,436,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d9610432-Reviews-Rapanui-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,373,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1165877-Reviews-The_New_Brighton_BAR_NOTABLE-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1204,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d13553942-Reviews-El_Hornero-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,201,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d3809245-Reviews-La_Barrica_Restaurant_Bistrot-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,619,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d2424768-Reviews-Full_City_Coffee_House-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,693,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1735871-Reviews-Crizia_Restaurant-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,2134,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d813207-Reviews-Dada_Bistro-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,1576,Bajo,No,Sí,Sí
/Restaurant_Review-g2008841-d8308936-Reviews-Il_Bersagliere_Ristorante-Avellaneda_Province_of_Buenos_Aires_Central_Argentina.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,721,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312740-d22042906-Reviews-Juan_Bautista_Parrilla_Gaucha-Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,198,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d3785170-Reviews-Maria_Fedele-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,715,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d1751880-Reviews-Las_Pizarras_Bistro-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,1557,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d7032432-Reviews-Nuestro_Secreto-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,679,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d1232374-Reviews-Sagardi_Argentina-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,1629,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d3611311-Reviews-Gioia_Cocina_Botanica-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,961,Bajo,No,Sí,No
/Restaurant_Review-g312741-d4170372-Reviews-Burger_Joint-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,2785,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d3981027-Reviews-Elena-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,3246,Bajo,Sí,Sí,Sí
/Restaurant_Review-g2137013-d5594193-Reviews-Arnaldo-Olivos_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,492,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d813256-Reviews-Osaka_Concepcion-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,3223,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d4764631-Reviews-El_banco_rojo-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,724,Bajo,Sí,No,No
/Restaurant_Review-g312741-d1538506-Reviews-Fervor-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,4965,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d27174563-Reviews-Gala_Tango-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,441,Bajo,No,No,Sí
/Restaurant_Review-g312741-d1926158-Reviews-Pertutti_Restaurante-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,1236,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d12885168-Reviews-Presidente_Bar-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,595,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d1100424-Reviews-Restaurant_Estilo_Campo-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,Sí,3130,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d2302031-Reviews-Dobar_Tek-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,363,Bajo,No,No,Sí
/Restaurant_Review-g312741-d7981409-Reviews-Rapa_Nui_Chocolates-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,297,Bajo,Sí,No,No
/Restaurant_Review-g312741-d7253626-Reviews-Nicky_Harrison-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Romántico,No,No,No,No,12:00 - 22:00,No,730,Alto,No,No,Sí
/Restaurant_Review-g1438379-d15295058-Reviews-Johnny_B_Good_Al_Rio-Vicente_Lopez_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,540,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d2427482-Reviews-Aires_Criollos-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,1852,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d782475-Reviews-L_Orangerie-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,1063,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d13131322-Reviews-Boticario-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,327,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d1139279-Reviews-Freddo-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,4305,Bajo,No,Sí,No
/Restaurant_Review-g312741-d1066265-Reviews-El_Sanjuanino-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,5881,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d15671221-Reviews-Mamba_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,369,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d20288747-Reviews-Anafe-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,373,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d3734773-Reviews-Pizzeria_La_Mezzetta-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,823,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d4027813-Reviews-Pony_Line-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,Sí,1062,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d794286-Reviews-La_Cabrera_Buenos_Aires-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,15709,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d7288485-Reviews-Sintesis_Tapas_Asiaticas-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,373,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d8435611-Reviews-Deltoro_Burgers_Monserrat-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,391,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d3447227-Reviews-El_Burladero-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1879,Bajo,No,No,Sí
/Restaurant_Review-g312741-d1008612-Reviews-Duhau_Restaurante_Vinoteca-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,1105,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d15832357-Reviews-DOC_Bar_de_Vinos-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,Sí,168,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d3333637-Reviews-Osaka_Madero-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,1734,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d11662564-Reviews-Chori-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,697,Bajo,Sí,Sí,Sí
/Restaurant_Review-g1438379-d6826114-Reviews-Vicente_Lopez_Restaurante_Cafe_AZCUENAGA-Vicente_Lopez_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,1566,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d952855-Reviews-Gran_Bar_Danzon-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,1777,Bajo,Sí,No,No
/Restaurant_Review-g312741-d800538-Reviews-Sottovoce-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,2050,Bajo,No,Sí,No
/Restaurant_Review-g312741-d3656958-Reviews-El_Faro-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,531,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d782133-Reviews-Sarkis-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,4011,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d8513847-Reviews-Rapa_Nui_Caballito-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,514,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d804641-Reviews-Il_Gran_Caruso-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Romántico,No,No,No,No,12:00 - 22:00,No,975,Bajo,No,No,No
/Restaurant_Review-g312741-d808724-Reviews-La_Rosa_Negra-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,No,1851,Bajo,Sí,Sí,Sí
/Restaurant_Review-g312741-d4107246-Reviews-Cafe_San_Juan_la_Cantina-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,1353,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d5541907-Reviews-Pertutti-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,No,1399,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d6475690-Reviews-Johnny_B_Good_Puerto_Madero-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,Sí,3577,Bajo,Sí,No,Sí
/Restaurant_Review-g312741-d1889166-Reviews-Grandes_Carnicerias_del_Plata-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,2965,Bajo,Sí,Sí,Sí
/Restaurant_Review-g2008841-d6579480-Reviews-Vilita-Avellaneda_Province_of_Buenos_Aires_Central_Argentina.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,340,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d6705955-Reviews-Victoria_Brown_Coffee_and_Bar-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Elegante,No,No,No,No,12:00 - 22:00,Sí,825,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d812595-Reviews-El_Mirasol_de_La_Recova-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Casual,No,No,No,No,12:00 - 22:00,Sí,2454,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d1008181-Reviews-Los_Chanchitos-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Moderno,No,No,No,No,12:00 - 22:00,No,585,Bajo,Sí,Sí,No
/Restaurant_Review-g312741-d1009288-Reviews-Sorrento_Madero-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Familiar,No,No,No,No,12:00 - 22:00,No,1516,Bajo,No,Sí,No
/Restaurant_Review-g312741-d13341616-Reviews-13_Fronteras-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,163,Bajo,No,Sí,No
/Restaurant_Review-g312741-d944058-Reviews-Piegari_Carnes-Buenos_Aires_Capital_Federal_District.html,Ninguno,No,No,Acogedor,No,No,No,No,12:00 - 22:00,No,2619,Bajo,No,Sí,Sí
/Restaurant_Review-g312741-d26911552-Reviews-Le_Morne_Vineria-Buenos_Aires_Capital_Federal_District.html,"Eventos privados, Catering",Sí,Gratis,Casual,No,No,No,No,12:00 - 22:00,Sí,67,Alto,No,Sí,Sí
